Month;Hyodyke_new;Point figure;Annual change (%);Monthly change (%);Annual impact (%-units);Monthly impact (%-units);Date
2018M05;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;105,20;-0,59;0,01;NA;NA;2018-05-01
2018M05;06 HEALTH;122,79;1,29;-0,03;NA;NA;2018-05-01
2018M05;07 TRANSPORT;110,08;0,69;0,60;NA;NA;2018-05-01
2018M05;08 COMMUNICATION;80,03;-3,24;-0,67;NA;NA;2018-05-01
2018M05;09 RECREATION AND CULTURE;98,74;-0,07;-0,53;NA;NA;2018-05-01
2018M05;10 EDUCATION;118,98;1,55;0,00;NA;NA;2018-05-01
2018M05;11 RESTAURANTS AND HOTELS;121,46;2,13;-0,02;NA;NA;2018-05-01
2018M05;12 MISCELLANEOUS GOODS AND SERVICES;109,77;-1,17;-0,03;NA;NA;2018-05-01
2018M06;0 CONSUMER PRICE INDEX;111,31;1,15;0,21;NA;NA;2018-06-01
2018M06;01 FOOD AND NON-ALCOHOLIC BEVERAGES;115,23;2,35;-0,21;NA;NA;2018-06-01
2018M06;02 ALCOHOLIC BEVERAGES, TOBACCO;127,97;6,36;0,31;NA;NA;2018-06-01
2018M06;03 CLOTHING AND FOOTWEAR;98,89;-1,56;-3,18;NA;NA;2018-06-01
2018M06;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;114,19;1,48;0,28;NA;NA;2018-06-01
2018M06;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;104,32;-1,00;-0,83;NA;NA;2018-06-01
2018M06;06 HEALTH;122,92;1,47;0,10;NA;NA;2018-06-01
2018M06;07 TRANSPORT;111,77;1,77;1,53;NA;NA;2018-06-01
2018M06;08 COMMUNICATION;80,12;-2,89;0,11;NA;NA;2018-06-01
2018M06;09 RECREATION AND CULTURE;99,03;0,31;0,29;NA;NA;2018-06-01
2018M06;10 EDUCATION;118,98;1,55;0,00;NA;NA;2018-06-01
2018M06;11 RESTAURANTS AND HOTELS;123,07;1,83;1,32;NA;NA;2018-06-01
2018M06;12 MISCELLANEOUS GOODS AND SERVICES;109,75;-1,44;-0,01;NA;NA;2018-06-01
2018M07;0 CONSUMER PRICE INDEX;111,22;1,36;-0,08;NA;NA;2018-07-01
2018M07;01 FOOD AND NON-ALCOHOLIC BEVERAGES;114,81;2,02;-0,36;NA;NA;2018-07-01
2018M07;02 ALCOHOLIC BEVERAGES, TOBACCO;128,14;5,74;0,13;NA;NA;2018-07-01
2018M07;03 CLOTHING AND FOOTWEAR;94,86;0,06;-4,07;NA;NA;2018-07-01
2018M07;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;114,91;1,91;0,63;NA;NA;2018-07-01
2018M07;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;101,51;-2,06;-2,69;NA;NA;2018-07-01
2018M07;06 HEALTH;121,23;0,61;-1,37;NA;NA;2018-07-01
2018M07;07 TRANSPORT;112,27;1,78;0,44;NA;NA;2018-07-01
2018M07;08 COMMUNICATION;79,65;-3,61;-0,58;NA;NA;2018-07-01
2018M07;09 RECREATION AND CULTURE;98,95;0,52;-0,08;NA;NA;2018-07-01
2018M07;10 EDUCATION;118,98;1,55;0,00;NA;NA;2018-07-01
2018M07;11 RESTAURANTS AND HOTELS;124,46;3,44;1,12;NA;NA;2018-07-01
2018M07;12 MISCELLANEOUS GOODS AND SERVICES;110,81;-0,47;0,96;NA;NA;2018-07-01
2018M08;0 CONSUMER PRICE INDEX;111,39;1,26;0,15;NA;NA;2018-08-01
2018M08;01 FOOD AND NON-ALCOHOLIC BEVERAGES;115,51;1,78;0,60;NA;NA;2018-08-01
2018M08;02 ALCOHOLIC BEVERAGES, TOBACCO;128,17;5,76;0,02;NA;NA;2018-08-01
2018M08;03 CLOTHING AND FOOTWEAR;98,23;-0,41;3,55;NA;NA;2018-08-01
2018M08;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;115,16;1,66;0,21;NA;NA;2018-08-01
2018M08;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;102,53;-1,36;1,00;NA;NA;2018-08-01
2018M08;06 HEALTH;121,00;0,56;-0,18;NA;NA;2018-08-01
2018M08;07 TRANSPORT;111,63;2,01;-0,57;NA;NA;2018-08-01
2018M08;08 COMMUNICATION;79,75;-3,28;0,12;NA;NA;2018-08-01
2018M08;09 RECREATION AND CULTURE;98,35;0,28;-0,60;NA;NA;2018-08-01
2018M08;10 EDUCATION;118,98;1,55;0,00;NA;NA;2018-08-01
2018M08;11 RESTAURANTS AND HOTELS;123,86;2,59;-0,48;NA;NA;2018-08-01
2018M08;12 MISCELLANEOUS GOODS AND SERVICES;110,89;-0,13;0,07;NA;NA;2018-08-01
2018M09;0 CONSUMER PRICE INDEX;111,62;1,26;0,20;NA;NA;2018-09-01
2018M09;01 FOOD AND NON-ALCOHOLIC BEVERAGES;116,19;2,80;0,58;NA;NA;2018-09-01
2018M09;02 ALCOHOLIC BEVERAGES, TOBACCO;128,24;5,94;0,05;NA;NA;2018-09-01
2018M09;03 CLOTHING AND FOOTWEAR;100,00;-1,76;1,80;NA;NA;2018-09-01
2018M09;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;115,24;1,64;0,06;NA;NA;2018-09-01
2018M09;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;104,39;-0,35;1,81;NA;NA;2018-09-01
2018M09;06 HEALTH;121,15;0,51;0,12;NA;NA;2018-09-01
2018M09;07 TRANSPORT;111,59;1,49;-0,03;NA;NA;2018-09-01
2018M09;08 COMMUNICATION;79,66;-3,07;-0,11;NA;NA;2018-09-01
2018M09;09 RECREATION AND CULTURE;98,50;0,13;0,15;NA;NA;2018-09-01
2018M09;10 EDUCATION;120,16;1,12;0,99;NA;NA;2018-09-01
2018M09;11 RESTAURANTS AND HOTELS;122,60;2,09;-1,01;NA;NA;2018-09-01
2018M09;12 MISCELLANEOUS GOODS AND SERVICES;110,87;-0,11;-0,01;NA;NA;2018-09-01
2018M10;0 CONSUMER PRICE INDEX;111,89;1,52;0,24;NA;NA;2018-10-01
2018M10;01 FOOD AND NON-ALCOHOLIC BEVERAGES;116,33;2,61;0,12;NA;NA;2018-10-01
2018M10;02 ALCOHOLIC BEVERAGES, TOBACCO;128,33;5,92;0,07;NA;NA;2018-10-01
2018M10;03 CLOTHING AND FOOTWEAR;101,05;-1,87;1,05;NA;NA;2018-10-01
2018M10;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;115,90;2,15;0,57;NA;NA;2018-10-01
2018M10;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;104,79;0,29;0,38;NA;NA;2018-10-01
2018M10;06 HEALTH;119,06;1,31;-1,72;NA;NA;2018-10-01
2018M10;07 TRANSPORT;112,12;2,32;0,47;NA;NA;2018-10-01
2018M10;08 COMMUNICATION;80,29;-2,46;0,79;NA;NA;2018-10-01
2018M10;09 RECREATION AND CULTURE;98,77;-0,07;0,27;NA;NA;2018-10-01
2018M10;10 EDUCATION;120,16;1,12;0,00;NA;NA;2018-10-01
2018M10;11 RESTAURANTS AND HOTELS;122,38;1,80;-0,17;NA;NA;2018-10-01
2018M10;12 MISCELLANEOUS GOODS AND SERVICES;110,90;-0,04;0,02;NA;NA;2018-10-01
2018M11;0 CONSUMER PRICE INDEX;111,87;1,25;-0,01;NA;NA;2018-11-01
2018M11;01 FOOD AND NON-ALCOHOLIC BEVERAGES;115,73;1,10;-0,51;NA;NA;2018-11-01
2018M11;02 ALCOHOLIC BEVERAGES, TOBACCO;129,61;7,05;0,99;NA;NA;2018-11-01
2018M11;03 CLOTHING AND FOOTWEAR;102,13;-1,31;1,06;NA;NA;2018-11-01
2018M11;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;115,61;1,98;-0,25;NA;NA;2018-11-01
2018M11;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;104,97;0,29;0,17;NA;NA;2018-11-01
2018M11;06 HEALTH;119,26;1,48;0,16;NA;NA;2018-11-01
2018M11;07 TRANSPORT;111,64;1,59;-0,42;NA;NA;2018-11-01
2018M11;08 COMMUNICATION;80,39;-1,86;0,12;NA;NA;2018-11-01
2018M11;09 RECREATION AND CULTURE;98,53;-0,78;-0,24;NA;NA;2018-11-01
2018M11;10 EDUCATION;120,16;1,12;0,00;NA;NA;2018-11-01
2018M11;11 RESTAURANTS AND HOTELS;123,63;2,27;1,02;NA;NA;2018-11-01
2018M11;12 MISCELLANEOUS GOODS AND SERVICES;110,96;0,00;0,05;NA;NA;2018-11-01
2018M12;0 CONSUMER PRICE INDEX;111,74;1,17;-0,11;NA;NA;2018-12-01
2018M12;01 FOOD AND NON-ALCOHOLIC BEVERAGES;116,07;1,13;0,29;NA;NA;2018-12-01
2018M12;02 ALCOHOLIC BEVERAGES, TOBACCO;129,57;7,02;-0,03;NA;NA;2018-12-01
2018M12;03 CLOTHING AND FOOTWEAR;99,90;-1,34;-2,18;NA;NA;2018-12-01
2018M12;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;115,40;1,79;-0,18;NA;NA;2018-12-01
2018M12;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;104,34;-0,66;-0,60;NA;NA;2018-12-01
2018M12;06 HEALTH;119,34;1,43;0,06;NA;NA;2018-12-01
2018M12;07 TRANSPORT;111,08;1,31;-0,50;NA;NA;2018-12-01
2018M12;08 COMMUNICATION;79,91;-2,20;-0,59;NA;NA;2018-12-01
2018M12;09 RECREATION AND CULTURE;99,33;-0,60;0,81;NA;NA;2018-12-01
2018M12;10 EDUCATION;120,16;1,12;0,00;NA;NA;2018-12-01
2018M12;11 RESTAURANTS AND HOTELS;123,97;3,08;0,27;NA;NA;2018-12-01
2018M12;12 MISCELLANEOUS GOODS AND SERVICES;110,95;0,00;0,00;NA;NA;2018-12-01
2019M01;0 CONSUMER PRICE INDEX;111,31;1,09;-0,38;NA;NA;2019-01-01
2019M01;01 FOOD AND NON-ALCOHOLIC BEVERAGES;116,50;2,06;0,37;NA;NA;2019-01-01
2019M01;02 ALCOHOLIC BEVERAGES, TOBACCO;131,78;3,19;1,70;NA;NA;2019-01-01
2019M01;03 CLOTHING AND FOOTWEAR;95,58;-0,60;-4,32;NA;NA;2019-01-01
2019M01;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;115,81;1,90;0,35;NA;NA;2019-01-01
2019M01;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;104,36;0,07;0,01;NA;NA;2019-01-01
2019M01;06 HEALTH;119,23;1,26;-0,09;NA;NA;2019-01-01
2019M01;07 TRANSPORT;108,61;-0,10;-2,22;NA;NA;2019-01-01
2019M01;08 COMMUNICATION;79,72;-1,95;-0,23;NA;NA;2019-01-01
2019M01;09 RECREATION AND CULTURE;98,75;-0,33;-0,58;NA;NA;2019-01-01
2019M01;10 EDUCATION;120,37;1,28;0,17;NA;NA;2019-01-01
2019M01;11 RESTAURANTS AND HOTELS;123,73;2,52;-0,19;NA;NA;2019-01-01
2019M01;12 MISCELLANEOUS GOODS AND SERVICES;110,84;1,03;-0,09;NA;NA;2019-01-01
2019M02;0 CONSUMER PRICE INDEX;111,84;1,25;0,47;NA;NA;2019-02-01
2019M02;01 FOOD AND NON-ALCOHOLIC BEVERAGES;118,00;2,03;1,28;NA;NA;2019-02-01
2019M02;02 ALCOHOLIC BEVERAGES, TOBACCO;131,72;3,22;-0,04;NA;NA;2019-02-01
2019M02;03 CLOTHING AND FOOTWEAR;97,18;-1,33;1,67;NA;NA;2019-02-01
2019M02;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;116,04;2,33;0,19;NA;NA;2019-02-01
2019M02;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;104,99;0,52;0,60;NA;NA;2019-02-01
2019M02;06 HEALTH;119,36;1,31;0,10;NA;NA;2019-02-01
2019M02;07 TRANSPORT;109,18;0,23;0,52;NA;NA;2019-02-01
2019M02;08 COMMUNICATION;79,83;-1,75;0,13;NA;NA;2019-02-01
2019M02;09 RECREATION AND CULTURE;98,92;-0,31;0,17;NA;NA;2019-02-01
2019M02;10 EDUCATION;120,37;1,28;0,00;NA;NA;2019-02-01
2019M02;11 RESTAURANTS AND HOTELS;124,69;2,62;0,77;NA;NA;2019-02-01
2019M02;12 MISCELLANEOUS GOODS AND SERVICES;110,87;1,10;0,02;NA;NA;2019-02-01
2019M03;0 CONSUMER PRICE INDEX;111,91;1,12;0,06;NA;NA;2019-03-01
2019M03;01 FOOD AND NON-ALCOHOLIC BEVERAGES;116,95;0,89;-0,88;NA;NA;2019-03-01
2019M03;02 ALCOHOLIC BEVERAGES, TOBACCO;131,70;3,10;-0,01;NA;NA;2019-03-01
2019M03;03 CLOTHING AND FOOTWEAR;100,52;-1,79;3,43;NA;NA;2019-03-01
2019M03;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;116,26;2,43;0,18;NA;NA;2019-03-01
2019M03;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;104,86;0,03;-0,12;NA;NA;2019-03-01
2019M03;06 HEALTH;119,39;1,32;0,02;NA;NA;2019-03-01
2019M03;07 TRANSPORT;109,80;1,30;0,56;NA;NA;2019-03-01
2019M03;08 COMMUNICATION;79,59;-2,03;-0,30;NA;NA;2019-03-01
2019M03;09 RECREATION AND CULTURE;98,32;-1,07;-0,60;NA;NA;2019-03-01
2019M03;10 EDUCATION;120,37;1,28;0,00;NA;NA;2019-03-01
2019M03;11 RESTAURANTS AND HOTELS;124,35;2,39;-0,27;NA;NA;2019-03-01
2019M03;12 MISCELLANEOUS GOODS AND SERVICES;110,98;1,20;0,09;NA;NA;2019-03-01
2019M04;0 CONSUMER PRICE INDEX;112,56;1,45;0,58;NA;NA;2019-04-01
2019M04;01 FOOD AND NON-ALCOHOLIC BEVERAGES;117,51;2,02;0,47;NA;NA;2019-04-01
2019M04;02 ALCOHOLIC BEVERAGES, TOBACCO;131,71;3,26;0,00;NA;NA;2019-04-01
2019M04;03 CLOTHING AND FOOTWEAR;100,72;-1,61;0,19;NA;NA;2019-04-01
2019M04;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;116,23;2,40;-0,02;NA;NA;2019-04-01
2019M04;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;104,70;-0,45;-0,15;NA;NA;2019-04-01
2019M04;06 HEALTH;123,96;0,91;3,82;NA;NA;2019-04-01
2019M04;07 TRANSPORT;112,25;2,58;2,23;NA;NA;2019-04-01
2019M04;08 COMMUNICATION;80,18;-0,48;0,74;NA;NA;2019-04-01
2019M04;09 RECREATION AND CULTURE;98,12;-1,15;-0,20;NA;NA;2019-04-01
2019M04;10 EDUCATION;120,42;1,21;0,04;NA;NA;2019-04-01
2019M04;11 RESTAURANTS AND HOTELS;124,73;2,66;0,30;NA;NA;2019-04-01
2019M04;12 MISCELLANEOUS GOODS AND SERVICES;111,05;1,12;0,06;NA;NA;2019-04-01
2019M05;0 CONSUMER PRICE INDEX;112,38;1,17;-0,15;NA;NA;2019-05-01
2019M05;01 FOOD AND NON-ALCOHOLIC BEVERAGES;116,05;0,49;-1,24;NA;NA;2019-05-01
2019M05;02 ALCOHOLIC BEVERAGES, TOBACCO;131,76;3,28;0,03;NA;NA;2019-05-01
2019M05;03 CLOTHING AND FOOTWEAR;101,13;-0,98;0,40;NA;NA;2019-05-01
2019M05;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;116,41;2,23;0,15;NA;NA;2019-05-01
2019M05;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;105,03;-0,16;0,31;NA;NA;2019-05-01
2019M05;06 HEALTH;123,88;0,88;-0,06;NA;NA;2019-05-01
2019M05;07 TRANSPORT;111,62;1,39;-0,56;NA;NA;2019-05-01
2019M05;08 COMMUNICATION;80,42;0,48;0,29;NA;NA;2019-05-01
2019M05;09 RECREATION AND CULTURE;97,96;-0,78;-0,16;NA;NA;2019-05-01
2019M05;10 EDUCATION;120,42;1,21;0,00;NA;NA;2019-05-01
2019M05;11 RESTAURANTS AND HOTELS;124,95;2,87;0,17;NA;NA;2019-05-01
2019M05;12 MISCELLANEOUS GOODS AND SERVICES;111,05;1,16;0,00;NA;NA;2019-05-01
2019M06;0 CONSUMER PRICE INDEX;112,45;1,02;0,06;NA;NA;2019-06-01
2019M06;01 FOOD AND NON-ALCOHOLIC BEVERAGES;116,48;1,08;0,37;NA;NA;2019-06-01
2019M06;02 ALCOHOLIC BEVERAGES, TOBACCO;132,39;3,45;0,47;NA;NA;2019-06-01
2019M06;03 CLOTHING AND FOOTWEAR;97,31;-1,59;-3,77;NA;NA;2019-06-01
2019M06;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;116,61;2,11;0,17;NA;NA;2019-06-01
2019M06;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;105,40;1,03;0,35;NA;NA;2019-06-01
2019M06;06 HEALTH;123,90;0,79;0,01;NA;NA;2019-06-01
2019M06;07 TRANSPORT;111,84;0,06;0,19;NA;NA;2019-06-01
2019M06;08 COMMUNICATION;80,24;0,14;-0,22;NA;NA;2019-06-01
2019M06;09 RECREATION AND CULTURE;98,25;-0,78;0,29;NA;NA;2019-06-01
2019M06;10 EDUCATION;120,42;1,21;0,00;NA;NA;2019-06-01
2019M06;11 RESTAURANTS AND HOTELS;125,62;2,07;0,53;NA;NA;2019-06-01
2019M06;12 MISCELLANEOUS GOODS AND SERVICES;111,14;1,26;0,08;NA;NA;2019-06-01
2019M07;0 CONSUMER PRICE INDEX;112,14;0,82;-0,27;NA;NA;2019-07-01
2019M07;01 FOOD AND NON-ALCOHOLIC BEVERAGES;115,65;0,73;-0,71;NA;NA;2019-07-01
2019M07;02 ALCOHOLIC BEVERAGES, TOBACCO;133,11;3,87;0,54;NA;NA;2019-07-01
2019M07;03 CLOTHING AND FOOTWEAR;95,02;0,16;-2,35;NA;NA;2019-07-01
2019M07;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;116,69;1,54;0,06;NA;NA;2019-07-01
2019M07;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;102,11;0,59;-3,12;NA;NA;2019-07-01
2019M07;06 HEALTH;122,60;1,13;-1,04;NA;NA;2019-07-01
2019M07;07 TRANSPORT;112,43;0,14;0,52;NA;NA;2019-07-01
2019M07;08 COMMUNICATION;80,44;0,99;0,24;NA;NA;2019-07-01
2019M07;09 RECREATION AND CULTURE;98,40;-0,55;0,15;NA;NA;2019-07-01
2019M07;10 EDUCATION;120,42;1,21;0,00;NA;NA;2019-07-01
2019M07;11 RESTAURANTS AND HOTELS;125,65;0,95;0,02;NA;NA;2019-07-01
2019M07;12 MISCELLANEOUS GOODS AND SERVICES;111,02;0,18;-0,10;NA;NA;2019-07-01
2019M08;0 CONSUMER PRICE INDEX;112,60;1,08;0,41;NA;NA;2019-08-01
2019M08;01 FOOD AND NON-ALCOHOLIC BEVERAGES;117,48;1,70;1,58;NA;NA;2019-08-01
2019M08;02 ALCOHOLIC BEVERAGES, TOBACCO;134,55;4,97;1,08;NA;NA;2019-08-01
2019M08;03 CLOTHING AND FOOTWEAR;99,05;0,83;4,24;NA;NA;2019-08-01
2019M08;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;116,98;1,58;0,24;NA;NA;2019-08-01
2019M08;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;102,81;0,27;0,68;NA;NA;2019-08-01
2019M08;06 HEALTH;122,62;1,33;0,01;NA;NA;2019-08-01
2019M08;07 TRANSPORT;111,28;-0,31;-1,02;NA;NA;2019-08-01
2019M08;08 COMMUNICATION;80,77;1,27;0,41;NA;NA;2019-08-01
2019M08;09 RECREATION AND CULTURE;98,03;-0,32;-0,37;NA;NA;2019-08-01
2019M08;10 EDUCATION;120,42;1,21;0,00;NA;NA;2019-08-01
2019M08;11 RESTAURANTS AND HOTELS;126,32;1,98;0,53;NA;NA;2019-08-01
2019M08;12 MISCELLANEOUS GOODS AND SERVICES;111,23;0,30;0,18;NA;NA;2019-08-01
2019M09;0 CONSUMER PRICE INDEX;112,64;0,91;0,03;NA;NA;2019-09-01
2019M09;01 FOOD AND NON-ALCOHOLIC BEVERAGES;116,51;0,27;-0,82;NA;NA;2019-09-01
2019M09;02 ALCOHOLIC BEVERAGES, TOBACCO;134,61;4,96;0,04;NA;NA;2019-09-01
2019M09;03 CLOTHING AND FOOTWEAR;100,28;0,28;1,24;NA;NA;2019-09-01
2019M09;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;117,27;1,76;0,24;NA;NA;2019-09-01
2019M09;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;104,14;-0,23;1,29;NA;NA;2019-09-01
2019M09;06 HEALTH;122,55;1,15;-0,05;NA;NA;2019-09-01
2019M09;07 TRANSPORT;111,05;-0,48;-0,20;NA;NA;2019-09-01
2019M09;08 COMMUNICATION;80,46;1,00;-0,38;NA;NA;2019-09-01
2019M09;09 RECREATION AND CULTURE;98,33;-0,17;0,30;NA;NA;2019-09-01
2019M09;10 EDUCATION;122,09;1,60;1,38;NA;NA;2019-09-01
2019M09;11 RESTAURANTS AND HOTELS;125,57;2,42;-0,59;NA;NA;2019-09-01
2019M09;12 MISCELLANEOUS GOODS AND SERVICES;111,38;0,45;0,13;NA;NA;2019-09-01
2019M10;0 CONSUMER PRICE INDEX;112,74;0,75;0,08;NA;NA;2019-10-01
2019M10;01 FOOD AND NON-ALCOHOLIC BEVERAGES;116,76;0,36;0,21;NA;NA;2019-10-01
2019M10;02 ALCOHOLIC BEVERAGES, TOBACCO;134,62;4,90;0,00;NA;NA;2019-10-01
2019M10;03 CLOTHING AND FOOTWEAR;101,38;0,32;1,09;NA;NA;2019-10-01
2019M10;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;117,29;1,19;0,01;NA;NA;2019-10-01
2019M10;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;104,51;-0,26;0,35;NA;NA;2019-10-01
2019M10;06 HEALTH;120,00;0,78;-2,08;NA;NA;2019-10-01
2019M10;07 TRANSPORT;111,63;-0,43;0,52;NA;NA;2019-10-01
2019M10;08 COMMUNICATION;80,93;0,79;0,58;NA;NA;2019-10-01
2019M10;09 RECREATION AND CULTURE;98,36;-0,41;0,03;NA;NA;2019-10-01
2019M10;10 EDUCATION;122,09;1,60;0,00;NA;NA;2019-10-01
2019M10;11 RESTAURANTS AND HOTELS;125,65;2,67;0,06;NA;NA;2019-10-01
2019M10;12 MISCELLANEOUS GOODS AND SERVICES;111,33;0,38;-0,04;NA;NA;2019-10-01
2019M11;0 CONSUMER PRICE INDEX;112,62;0,67;-0,10;NA;NA;2019-11-01
2019M11;01 FOOD AND NON-ALCOHOLIC BEVERAGES;117,04;1,13;0,23;NA;NA;2019-11-01
2019M11;02 ALCOHOLIC BEVERAGES, TOBACCO;134,62;3,86;0,00;NA;NA;2019-11-01
2019M11;03 CLOTHING AND FOOTWEAR;102,08;-0,04;0,69;NA;NA;2019-11-01
2019M11;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;117,08;1,27;-0,17;NA;NA;2019-11-01
2019M11;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;105,52;0,52;0,96;NA;NA;2019-11-01
2019M11;06 HEALTH;119,42;0,13;-0,48;NA;NA;2019-11-01
2019M11;07 TRANSPORT;110,47;-1,04;-1,03;NA;NA;2019-11-01
2019M11;08 COMMUNICATION;80,42;0,03;-0,63;NA;NA;2019-11-01
2019M11;09 RECREATION AND CULTURE;98,50;-0,03;0,14;NA;NA;2019-11-01
2019M11;10 EDUCATION;122,09;1,60;0,00;NA;NA;2019-11-01
2019M11;11 RESTAURANTS AND HOTELS;125,53;1,53;-0,09;NA;NA;2019-11-01
2019M11;12 MISCELLANEOUS GOODS AND SERVICES;111,52;0,50;0,17;NA;NA;2019-11-01
2019M12;0 CONSUMER PRICE INDEX;112,76;0,91;0,12;NA;NA;2019-12-01
2019M12;01 FOOD AND NON-ALCOHOLIC BEVERAGES;118,12;1,76;0,92;NA;NA;2019-12-01
2019M12;02 ALCOHOLIC BEVERAGES, TOBACCO;134,58;3,86;-0,02;NA;NA;2019-12-01
2019M12;03 CLOTHING AND FOOTWEAR;100,27;0,37;-1,77;NA;NA;2019-12-01
2019M12;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;117,22;1,57;0,11;NA;NA;2019-12-01
2019M12;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;104,87;0,50;-0,61;NA;NA;2019-12-01
2019M12;06 HEALTH;119,06;-0,23;-0,30;NA;NA;2019-12-01
2019M12;07 TRANSPORT;111,30;0,19;0,75;NA;NA;2019-12-01
2019M12;08 COMMUNICATION;79,92;0,01;-0,62;NA;NA;2019-12-01
2019M12;09 RECREATION AND CULTURE;98,86;-0,47;0,36;NA;NA;2019-12-01
2019M12;10 EDUCATION;122,09;1,60;0,00;NA;NA;2019-12-01
2019M12;11 RESTAURANTS AND HOTELS;125,51;1,24;-0,01;NA;NA;2019-12-01
2019M12;12 MISCELLANEOUS GOODS AND SERVICES;111,16;0,18;-0,32;NA;NA;2019-12-01
2020M01;0 CONSUMER PRICE INDEX;112,41;0,98;-0,31;NA;NA;2020-01-01
2020M01;01 FOOD AND NON-ALCOHOLIC BEVERAGES;118,59;1,79;0,39;NA;NA;2020-01-01
2020M01;02 ALCOHOLIC BEVERAGES, TOBACCO;135,26;2,64;0,50;NA;NA;2020-01-01
2020M01;03 CLOTHING AND FOOTWEAR;95,84;0,27;-4,41;NA;NA;2020-01-01
2020M01;04 HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS;117,18;1,18;-0,03;NA;NA;2020-01-01
2020M01;05 FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE;104,47;0,10;-0,38;NA;NA;2020-01-01
2020M01;06 HEALTH;119,06;-0,14;0,00;NA;NA;2020-01-01
2020M01;07 TRANSPORT;110,39;1,63;-0,81;NA;NA;2020-01-01
2020M01;08 COMMUNICATION;79,65;-0,08;-0,33;NA;NA;2020-01-01
2020M01;09 RECREATION AND CULTURE;98,05;-0,70;-0,81;NA;NA;2020-01-01
2020M01;10 EDUCATION;121,16;0,65;-0,76;NA;NA;2020-01-01
2020M01;11 RESTAURANTS AND HOTELS;125,66;1,55;0,11;NA;NA;2020-01-01
2020M01;12 MISCELLANEOUS GOODS AND SERVICES;111,81;0,87;0,58;NA;NA;2020-01-01
2020M02;0 CONSUMER PRICE INDEX;112,78;0,84;0,32;NA;NA;2020-02-01
2020M02;01 FOOD AND NON-ALCOHOLIC BEVERAGES;119,57;1,33;0,82;NA;NA;2020-02-01
